adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.120438023,-1.854267459,-4.446604073,-2.032246978,alpA///Z1563///Z1124///ECs1302,prophage CP4-57 regulatory protein alpA///prophage regulatory protein///prophage regulatory protein///regulatory protein,Z1124,,"biofilm formation///biofilm formation///positive regulation of transcription, DNA-templated",,NC_004431.1 (1132071..1132319)///NC_002655.2 (1458720..1459016)///NC_002655.2 (1063113..1063409)///NC_002695.1 (1374948..1375244),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.120969419,-1.850905146,-4.450521554,-2.192751759,dsdA,D-serine dehydratase,c2901,L-serine ammonia-lyase activity///L-threonine ammonia-lyase activity///D-serine ammonia-lyase activity///D-serine ammonia-lyase activity///hydro-lyase activity///pyridoxal phosphate binding///pyridoxal phosphate binding,L-serine catabolic process///threonine catabolic process///cellular response to DNA damage stimulus///D-serine catabolic process///D-serine catabolic process///D-serine catabolic process///detoxification of nitrogen compound///D-serine metabolic process,cytoplasm///cytosol,NC_004431.1 (2761590..2762918),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.121181994,1.849564322,-4.452083554,1.523359867,fadA,3-ketoacyl-CoA thiolase,c4792,acetyl-CoA C-acyltransferase activity///acetyl-CoA C-acyltransferase activity,fatty acid beta-oxidation///fatty acid beta-oxidation///phenylacetate catabolic process,,"NC_004431.1 (4553272..4554435, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.121217749,-1.849339036,-4.452345991,-1.333504011,lldR,DNA-binding transcriptional repressor LldR,c4426,sequence-specific DNA binding,cellular response to DNA damage stimulus///biofilm formation,,NC_004431.1 (4213372..4214163),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.121537992,1.847324199,-4.454692921,0.342585289,agaD///agaD///agaD///ECs4019,PTS system N-acetylgalactosamine-specific transporter subunit IID///PTS system N-acetylgalactosamine-specific transporter subunit IID///N-acetylgalactosamine-specific enzyme IID component of PTS///PTS system N-acetylgalactosamine-specific transporter subunit IID,c3897,,phosphoenolpyruvate-dependent sugar phosphotransferase system,plasma membrane///integral component of plasma membrane,NC_004431.1 (3725031..3725891)///NC_002655.2 (4094234..4095025)///NC_000913.3 (3285478..3286269)///NC_002695.1 (4027018..4027809),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.121698053,-1.846319185,-4.455863482,-0.804341916,phnL,ribophosphonate triphosphate synthase subunit; putative ABC transporter-related ATPase,b4096,,organic phosphonate catabolic process,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex,"NC_000913.3 (4317215..4317895, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.122390495,1.841986801,-4.460908678,1.321275292,malZ///ECs0453,maltodextrin glucosidase///maltodextrin glucosidase,Z0501,"alpha-1,4-glucosidase activity",alpha-glucan catabolic process///cellular oligosaccharide catabolic process,cytoplasm,NC_002655.2 (484498..486315)///NC_002695.1 (484496..486313),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.123142745,1.837308334,-4.466355382,0.459623095,yidK,symporter YidK,c4602,glucose:sodium symporter activity,galactose metabolic process,plasma membrane///plasma membrane///integral component of membrane,"NC_004431.1 (4363509..4365224, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.123936997,1.832400021,-4.472067936,0.370342534,ilvC,"ketol-acid reductoisomerase, NAD(P)-binding",b3774,magnesium ion binding///ketol-acid reductoisomerase activity///ketol-acid reductoisomerase activity///identical protein binding///NADP binding,branched-chain amino acid biosynthetic process///isoleucine biosynthetic process///isoleucine biosynthetic process///valine biosynthetic process///valine biosynthetic process///protein homotetramerization,cytosol///cytosol,NC_000913.3 (3957970..3959445),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.124200981,1.830775719,-4.473957983,0.322161703,chiA,periplasmic endochitinase,b3338,endochitinase activity///endochitinase activity,,outer membrane-bounded periplasmic space///outer membrane-bounded periplasmic space///periplasmic space,"NC_000913.3 (3467160..3469853, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.124361228,-1.829791422,-4.475103219,-0.421410806,hyfH///hyfH///ECs3350,"hydrogenase 4 subunit H///hydrogenase 4, Fe-S subunit///hydrogenase 4 subunit H",b2488,NADH dehydrogenase activity,aerobic respiration,plasma membrane respiratory chain complex I,NC_002655.2 (3396141..3396686)///NC_000913.3 (2610164..2610709)///NC_002695.1 (3326307..3326852),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.124603566,1.828305324,-4.476832161,0.397411472,trxC///trxC///trxC///ECs3448,thioredoxin 2///thioredoxin///thioredoxin 2///thioredoxin 2,b2582,"protein binding///zinc ion binding///protein disulfide oxidoreductase activity///protein disulfide oxidoreductase activity///oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor///protein-disulfide reductase activity///protein-disulfide reductase activity",cell redox homeostasis,cytoplasm///cytoplasm///cytosol///cytosol,NC_004431.1 (2981427..2981846)///NC_002655.2 (3508771..3509190)///NC_000913.3 (2718735..2719154)///NC_002695.1 (3438933..3439352),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.124749516,-1.827411729,-4.477871697,-0.679356649,ybaL,cation:proton antiport protein,c0598,,,plasma membrane,"NC_004431.1 (576105..577781, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.125428888,1.823266078,-4.482693586,0.264959057,yhaV///yhaV///yhaV///ECs4008,hypothetical protein///hypothetical protein///toxin of the SohB(PrlF)-YhaV toxin-antitoxin system///hypothetical protein,b3130,endoribonuclease activity///ribonuclease activity///protein binding///ribosomal large subunit binding,"negative regulation of cell growth///RNA phosphodiester bond hydrolysis///RNA phosphodiester bond hydrolysis, endonucleolytic",,NC_004431.1 (3714656..3715120)///NC_002655.2 (4083788..4084252)///NC_000913.3 (3277337..3277801)///NC_002695.1 (4016572..4017036),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.125991546,-1.819849823,-4.48666607,-0.412028222,phnK///phnK///phnK,"phosphonate C-P lyase system protein PhnK///carbon-phosphorus lyase complex subunit, putative ATP transporter ATP-binding protein///phosphonate C-P lyase system protein PhnK",b4097,protein binding,organic phosphonate catabolic process///organic phosphonate catabolic process,carbon phosphorus lyase complex,"NC_002655.2 (5202846..5203604, complement)///NC_000913.3 (4318006..4318764, complement)///NC_002695.1 (5172861..5173619, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.127398297,1.811375661,-4.496515838,0.322245439,yqfA///Z4237///yqfA///ECs3771,hypothetical protein///oxidoreductase///hemolysin III family HylIII inner membrane protein///oxidoreductase,b2899,,,plasma membrane,"NC_004431.1 (3339343..3340002, complement)///NC_002655.2 (3847827..3848486, complement)///NC_000913.3 (3042489..3043148, complement)///NC_002695.1 (3780519..3781178, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.127621952,1.810037105,-4.498071127,1.128135528,pbpC,penicillin-binding protein 1C,c3042,protein binding///drug binding///drug binding///penicillin binding///penicillin binding///peptidoglycan glycosyltransferase activity///peptidoglycan glycosyltransferase activity,peptidoglycan biosynthetic process///response to antibiotic///positive regulation of cell division,integral component of membrane,"NC_004431.1 (2913633..2915945, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.127837711,-1.808748058,-4.499568748,-2.151923985,agp,glucose-1-phosphatase/inositol phosphatase,c1137,glucose-1-phosphatase activity///3-phytase activity,glucose catabolic process,outer membrane-bounded periplasmic space,NC_004431.1 (1099254..1100210),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.128688217,-1.803688043,-4.505446097,-2.05347785,srlA///srlA_2///srlA,"PTS system, glucitol/sorbitol-specific IIC2 component///PTS system, glucitol/sorbitol-specific IIC component, one of two; frag///glucitol/sorbitol-specific enzyme IIC component of PTS",Z4006,,phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system,integral component of plasma membrane,NC_004431.1 (3108301..3108864)///NC_002655.2 (3617478..3617612)///NC_000913.3 (2825832..2826395),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.129603937,-1.798277677,-4.511727879,-0.30668811,chpS///chpS///ECs5202,antitoxin ChpS///antitoxin of the ChpBS toxin-antitoxin system///antitoxin ChpS,b4224,protein binding,positive regulation of cell growth,,NC_002655.2 (5333907..5334164)///NC_000913.3 (4448447..4448698)///NC_002695.1 (5303921..5304178),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.129878902,-1.79666063,-4.513604861,-1.328279315,prpE,propionyl-CoA synthetase,c0454,propionate-CoA ligase activity,,,NC_004431.1 (442078..443964),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.130640475,-1.792199846,-4.51878145,-0.309439393,rnc///rnc///rnc///rnc,ribonuclease III///ribonuclease III///RNase III///ribonuclease III,b2567,magnesium ion binding///double-stranded RNA binding///ribonuclease III activity///ribonuclease III activity///protein binding///enzyme binding,rRNA processing///RNA processing///RNA processing///mRNA processing,cytosol,"NC_004431.1 (2966250..2966930, complement)///NC_002655.2 (3493606..3494286, complement)///NC_000913.3 (2703383..2704063, complement)///NC_002695.1 (3423767..3424447, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.131192296,-1.788984003,-4.522512174,-0.484514628,ycaI///ycaI///ycaI///ECs0996,hypothetical protein///hypothetical protein///ComEC family inner membrane protein///hypothetical protein,c1053,,,plasma membrane,NC_004431.1 (1015279..1017543)///NC_002655.2 (1183185..1185449)///NC_000913.3 (964320..966584)///NC_002695.1 (1093962..1096226),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.132007738,1.784256738,-4.527994519,1.349690145,yihR///ECs4802,aldose-1-epimerase///aldose-1-epimerase,Z5416,aldose 1-epimerase activity,glucose metabolic process///galactose catabolic process via UDP-galactose///biofilm formation///6-sulfoquinovose(1-) catabolic process,cytoplasm,"NC_002655.2 (4934882..4935784, complement)///NC_002695.1 (4866118..4867020, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.13235133,-1.782273679,-4.530293685,-0.839471443,fes,enterobactin/ferric enterobactin esterase,c0671,enterochelin esterase activity///enterochelin esterase activity,enterobactin catabolic process,,NC_004431.1 (654965..656167),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.132488064,-1.781485952,-4.531206871,-2.517756063,ynjC,ABC transporter permease,c2156,,,plasma membrane///plasma membrane,NC_004431.1 (1991032..1992591),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.132490872,1.781469782,-4.531225616,1.736719081,yhgF///ECs4249,hypothetical protein///hypothetical protein,Z4762,mRNA binding///structural constituent of ribosome,translation///response to ionizing radiation,cytosol///cytosol,NC_002655.2 (4316900..4319122)///NC_002695.1 (4249678..4251900),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.13271477,1.7801817,-4.532718714,0.340194624,ybfE///ybfE///ECs0716,LexA regulated protein///LexA regulated protein///LexA regulated protein,b0685,protein binding,cellular response to DNA damage stimulus,,"NC_004431.1 (754001..754363, complement)///NC_002655.2 (791412..791774, complement)///NC_002695.1 (791629..791991, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.132831935,1.779508517,-4.533498977,0.730972285,yqjE///ECs3981,hypothetical protein///hypothetical protein,Z4453,,,plasma membrane,NC_002655.2 (4056531..4056935)///NC_002695.1 (3989315..3989719),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.133658094,1.774778668,-4.538979909,1.377690783,yfcR,hypothetical protein,c2881,,cell adhesion,pilus,"NC_004431.1 (2733134..2733637, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.133873101,-1.773552556,-4.540400354,-1.04527878,hycC,formate hydrogenlyase subunit 3,c3283,,,plasma membrane///ferredoxin hydrogenase complex,"NC_004431.1 (3128107..3129933, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.135488981,-1.76440058,-4.550997964,-2.138659152,mobB,molybdopterin-guanine dinucleotide biosynthesis protein B,c4800,protein binding///GTP binding,,,"NC_004431.1 (4566397..4566924, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.135845501,1.762396104,-4.553317888,0.346166207,caiE///caiE///caiE///ECs0038,carnitine operon protein CaiE///carnitine operon protein CaiE///stimulator of CaiD and CaiB enzyme activities///carnitine operon protein CaiE,b0035,carnitine dehydratase activity,carnitine metabolic process///carnitine metabolic process,,"NC_004431.1 (37440..38051, complement)///NC_002655.2 (39188..39799, complement)///NC_000913.3 (34781..35371, complement)///NC_002695.1 (39187..39798, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.136052508,-1.761234666,-4.554661906,-2.17845429,rhaA,L-rhamnose isomerase,c4852,zinc ion binding///L-rhamnose isomerase activity///L-rhamnose isomerase activity///manganese ion binding///rhamnose binding///identical protein binding,rhamnose catabolic process///rhamnose catabolic process///L-lyxose metabolic process///L-lyxose metabolic process///protein homotetramerization,protein-containing complex,"NC_004431.1 (4614380..4615645, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.136293158,1.759886695,-4.556221597,0.346282486,dapF///dapF///dapF///dapF,diaminopimelate epimerase///diaminopimelate epimerase///diaminopimelate epimerase///diaminopimelate epimerase,Z5326,protein binding///diaminopimelate epimerase activity///diaminopimelate epimerase activity///diaminopimelate epimerase activity,lysine biosynthetic process via diaminopimelate,cytosol///cytosol,NC_004431.1 (4497521..4498345)///NC_002655.2 (4857183..4858007)///NC_000913.3 (3994762..3995586)///NC_002695.1 (4788420..4789244),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.137533727,-1.752975484,-4.564215206,-0.346331035,glnB///glnB///glnB///ECs3419,nitrogen regulatory protein P-II 1///nitrogen regulatory protein P-II 1///regulatory protein P-II for glutamine synthetase///nitrogen regulatory protein P-II 1,b2553,protein binding///ATP binding///enzyme regulator activity///enzyme regulator activity///small molecule binding///identical protein binding,regulation of nitrogen utilization///regulation of nitrogen utilization///regulation of fatty acid biosynthetic process///regulation of catalytic activity///regulation of catalytic activity,cytosol,"NC_004431.1 (2949919..2950257, complement)///NC_002655.2 (3477274..3477612, complement)///NC_000913.3 (2687070..2687408, complement)///NC_002695.1 (3407436..3407774, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.137659259,-1.752279627,-4.565019751,-1.248633895,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,c4931,UDP-N-acetylmuramate dehydrogenase activity///flavin adenine dinucleotide binding,regulation of cell shape///peptidoglycan biosynthetic process///cell wall organization,cytoplasm///cytosol,NC_004431.1 (4704305..4705333),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
